,m_cap,mkt_%,v_24h,price,last
STRAX,146744960.73769498,0.0078,3481859.99693117,1.0798166932890572,2022-04-16 02:15:00+00:00
AKT,146661532.45798382,0.0,946951.93969029,1.2880717781762385,2022-04-16 02:15:00+00:00
MBL,146383175.67332843,0.0078,22173581.95621118,0.010821020820444524,2022-04-16 02:15:00+00:00
AVINOC,145676062.18745074,0.0077,1000607.99264955,0.3742533872512228,2022-04-16 02:15:00+00:00
RAD,145673790.85179844,0.0077,18284309.78865893,4.774861602640042,2022-04-16 02:15:00+00:00
ARK,143744912.11130944,0.0076,9442945.30176258,1.0537916108274907,2022-04-16 02:15:00+00:00
PROM,143656079.3297105,0.0076,2825273.44472898,8.732892360468725,2022-04-16 02:16:00+00:00
MNGO,143470652.63908342,0.0,373711.18899747,0.1434706526390834,2022-04-16 02:15:00+00:00
WMT,140805583.91370997,0.0,1077573.45345498,0.5771768216541684,2022-04-16 02:15:00+00:00
ASD,139885792.4132518,0.0074,2243242.05075491,0.2117507691977037,2022-04-16 02:15:00+00:00
ERG,139879186.4244687,0.0,796674.99060198,4.369527560498338,2022-04-16 02:15:00+00:00
SOS,139767785.81067154,0.0074,8443807.46610912,1.3976778581067153e-06,2022-04-16 02:16:00+00:00
DUSK,138935163.06861624,0.0074,9926567.48036469,0.34816413185901307,2022-04-16 02:15:00+00:00
QKC,137795613.89487332,0.0073,4503826.26648815,0.02153087923385536,2022-04-16 02:15:00+00:00
RMRK,136719709.71007603,0.0,4553560.05326046,14.391548390534318,2022-04-16 02:15:00+00:00
STEEM,135334704.01170295,0.0072,6197545.88158001,0.34266140481067525,2022-04-16 02:15:00+00:00
BLOK,135186975.80288243,0.0072,3893900.76206676,0.01621198825721283,2022-04-16 02:15:00+00:00
SSX,135153953.1476179,0.0,41968200.84016696,0.05117378802760455,2022-04-16 02:15:00+00:00
DAWN,134622032.6036901,0.0,1692054.40776655,1.8577712831147644,2022-04-16 02:15:00+00:00
POLS,134119564.94794746,0.0071,7459194.77324256,1.4387202821336993,2022-04-16 02:15:00+00:00
EURS,133899824.44084448,0.0,7650645.42646933,1.078741675115165,2022-04-16 02:15:00+00:00
BAND,133867814.72933434,0.0071,10095519.09913056,3.803946795743657,2022-04-16 02:15:00+00:00
MTL,133172668.40465294,0.0071,41279690.22085804,1.9999232965814497,2022-04-16 02:15:00+00:00
DVI,133144724.0070453,0.0071,3747589.78692771,0.40213293844834475,2022-04-16 02:15:00+00:00
RKN,132883198.78901374,0.0,14760.8015823,0.5471661123387824,2022-04-16 02:15:00+00:00
STARL,131447978.05248281,0.0,7803219.42020999,1.3172232892586665e-05,2022-04-16 02:15:00+00:00
STPT,131032571.45268317,0.0069,5174665.82381847,0.09019083098829865,2022-04-16 02:15:00+00:00
GXC,130745997.49768029,0.0069,12639037.50262672,1.7432799666357373,2022-04-16 02:15:00+00:00
STRK,130108038.17789361,0.0069,2905545.02694493,41.22997642446015,2022-04-16 02:15:00+00:00
DERO,125698609.46508743,0.0,164740.42852214,10.121048879577625,2022-04-16 02:15:00+00:00
KAI,125119809.530718,0.0,1335829.2199699,0.035113464914747004,2022-04-16 02:15:00+00:00
XVS,124633439.29137297,0.0066,9510560.64151874,10.240597635021546,2022-04-16 02:15:00+00:00
CENNZ,122916876.47963144,0.0,842452.28791847,0.10243073039969286,2022-04-16 02:15:00+00:00
SUSD,122521377.3277859,0.0065,2564048.74755829,0.9947162128376079,2022-04-16 02:15:00+00:00
ORN,122131881.04539151,0.0065,10790783.93523231,3.576728430259527,2022-04-16 02:15:00+00:00
UBT,120841742.0045274,0.0,683491.70577396,0.8056116174265197,2022-04-16 02:15:00+00:00
LAT,120231498.12027316,0.0,3479091.50234853,0.04930465774845327,2022-04-16 02:15:00+00:00
FUN,119605109.3382186,0.0063,1725543.88632605,0.01089569923134698,2022-04-16 02:15:00+00:00
SNL,118622937.47626792,0.0,41.6482553,0.17478917477488884,2022-04-16 02:15:00+00:00
DVF,118469242.42909083,0.0,1782135.48320566,4.906138146170308,2022-04-16 02:15:00+00:00
CFG,118455008.74664809,0.0,313231.81872368,0.5339575942573497,2022-04-16 02:15:00+00:00
GHST,118222378.17321558,0.0063,12094720.91778808,1.939307542259367,2022-04-16 02:15:00+00:00
HTR,118023627.06240663,0.0,2195783.89591309,0.5143072510021782,2022-04-16 02:15:00+00:00
RIF,117283554.5308968,0.0062,523856.56373293,0.13782607007161657,2022-04-16 02:15:00+00:00
POND,116997080.32608882,0.0,6842607.95644343,0.0299473958755473,2022-04-16 02:15:00+00:00
YOOSHI,116246523.3366657,0.0,270013.42810158,3.1041572073203534e-07,2022-04-16 02:15:00+00:00
CRTS,115714815.72914009,0.0,6243125.45188292,0.003305885416002504,2022-04-16 02:15:00+00:00
SOLO,115549241.06937534,0.0,9825891.91236281,0.5777409825683942,2022-04-16 02:15:00+00:00
BADGER,114822989.69090869,0.0061,7327298.48454802,9.156979408996895,2022-04-16 02:15:00+00:00
ADS,114774613.80567919,0.0061,3586020.80344872,4.5631225588664766,2022-04-16 02:15:00+00:00
ABBC,114306020.26058412,0.0061,37184925.98672559,0.11661761576169373,2022-04-16 02:15:00+00:00
MLN,114043207.13123737,0.006,10654457.74441796,54.48029649391512,2022-04-16 02:15:00+00:00
HYN,111869780.39591265,0.0,168.6625108,0.5489649957743679,2022-04-16 02:15:00+00:00
XPR,111341450.33895822,0.0059,6356168.67016247,0.010479629207002026,2022-04-16 02:15:00+00:00
HOO,110726340.26393941,0.0,8480147.80914087,1.343270297015728,2022-04-16 02:15:00+00:00
UTK,109907169.62752421,0.0058,3006145.54924544,0.23892862962505262,2022-04-16 02:15:00+00:00
QRDO,108519350.75535338,0.0,9910956.62190118,1.8937626689436882,2022-04-16 02:15:00+00:00
FOX,107679686.99046816,0.0057,1255748.52853909,0.36408874806073555,2022-04-16 02:16:00+00:00
AIOZ,106552652.50532302,0.0,2593860.05753337,0.20221221201230583,2022-04-16 02:15:00+00:00
BAL,106542344.84649386,0.0057,26209351.94141719,15.343453037162606,2022-04-16 02:15:00+00:00
WILD,106480976.6098352,0.0,3226261.42863724,1.2492884400516717,2022-04-16 02:15:00+00:00
ALCX,105112977.52998917,0.0056,23671647.36044278,84.80498178067955,2022-04-16 02:15:00+00:00
VR,104916269.95429647,0.0,23342539.43036594,0.14466440548400158,2022-04-16 02:15:00+00:00
KLV,104446936.95956779,0.0055,4749099.2992161,0.03074124440344783,2022-04-16 02:15:00+00:00
vUSDC,102363494.10844268,0.0,0.0,0.021455285983148165,2022-04-16 02:15:00+00:00
EXRD,100895562.89830573,0.0,1369125.34686259,0.13730376654458218,2022-04-16 02:15:00+00:00
DPI,100841467.3753334,0.0,369013.6716765,180.40153378885498,2022-04-16 02:15:00+00:00
SFUND,99943787.880654,0.0,3182059.29144766,4.073224503327495,2022-04-16 02:15:00+00:00
TOMO,99627525.58360805,0.0053,15091084.6767999,1.1027782731191043,2022-04-16 02:15:00+00:00
DKA,99304746.72633797,0.0053,1550414.95334774,0.09757672479388184,2022-04-16 02:15:00+00:00
IDEX,99278620.00571823,0.0053,32272898.05426128,0.15276700732986523,2022-04-16 02:15:00+00:00
OUSD,98969447.45485015,0.0,524070.34514095,0.9968813133352755,2022-04-16 02:15:00+00:00
BCD,97157511.42990306,0.0052,13412343.02893103,0.5209716428686133,2022-04-16 02:15:00+00:00
CTK,96725780.56588587,0.0051,13587726.1316814,1.325489368695436,2022-04-16 02:15:00+00:00
VRA,96281792.98903722,0.0051,37843273.37138646,0.021538657917016674,2022-04-16 02:15:00+00:00
ETN,95634285.78430445,0.0,128633.27569896,0.005337473636637938,2022-04-16 02:15:00+00:00
RBTC,95527896.98467939,0.0,10444.05558506,40610.27107074069,2022-04-16 02:15:00+00:00
STAKE,95255937.7135029,0.0051,248717.97561147,11.275200073712131,2022-04-16 02:15:00+00:00
erowan,94393051.8266572,0.0,4089804.33234323,0.09454238288318656,2022-04-16 02:15:00+00:00
CLV,94056987.4273449,0.005,31453685.22648579,0.3604055727419581,2022-04-16 02:15:00+00:00
TLM,93563866.59915149,0.005,38239920.04235073,0.10236406758917993,2022-04-16 02:15:00+00:00
VXV,93222014.11382553,0.0,377424.43592077,2.339759813385288,2022-04-16 02:15:00+00:00
XHV,93013914.97851406,0.0049,764661.07679218,3.9503510478167323,2022-04-16 02:15:00+00:00
SLP,92622794.1912784,0.0049,104434796.94720092,0.017230948376719884,2022-04-16 02:15:00+00:00
MWC,92106325.24765852,0.0,43151.83912438,8.504037133355313,2022-04-16 02:15:00+00:00
HUNT,91997636.05723321,0.0,6547465.29121176,0.8336336030409722,2022-04-16 02:15:00+00:00
MC,91903455.55843273,0.0,6376696.89276641,2.15776332547034,2022-04-16 02:15:00+00:00
WAN,91624223.30141735,0.0049,2830316.16344677,0.47547132379622825,2022-04-16 02:15:00+00:00
FWT,91126904.93021856,0.0,880581.77470072,0.016703800889841202,2022-04-16 02:15:00+00:00
THG,90426470.99278136,0.0,3836900.30276573,0.7961131125118897,2022-04-16 02:15:00+00:00
AURY,90170668.69636199,0.0048,2122165.6317405,9.392777989204374,2022-04-16 02:15:00+00:00
AGLD,89730496.75629392,0.0048,15251714.97301134,1.2787586643513646,2022-04-16 02:15:00+00:00
AERGO,88744411.67016518,0.0047,4899260.78084198,0.24282788209711564,2022-04-16 02:15:00+00:00
LCX,87745986.72667709,0.0,550256.31227411,0.11611031698222188,2022-04-16 02:15:00+00:00
MFT,87283448.89184207,0.0046,22028317.89387542,0.008728344889184206,2022-04-16 02:15:00+00:00
SFP,87279016.23852235,0.0046,12011000.4482345,0.8068938302270361,2022-04-16 02:15:00+00:00
VOXEL,85878363.47057134,0.0046,29925001.00320062,1.4948577579109734,2022-04-16 02:15:00+00:00
LOOM,85689561.20332861,0.0045,3696907.31193308,0.08568956120332862,2022-04-16 02:15:00+00:00
ARPA,85195795.57325527,0.0045,18129463.87138268,0.06854659038894607,2022-04-16 02:15:00+00:00
JASMY,84947350.72373848,0.0045,177508325.92810464,0.017865107749989863,2022-04-16 02:15:00+00:00
TKO,84193576.12525074,0.0045,14645436.29242866,0.7759776601405598,2022-04-16 02:15:00+00:00
aETHc,84181887.27968982,0.0,347878.76707085,2870.1632212645695,2022-04-16 02:15:00+00:00
NOIA,83699592.93484738,0.0,1849726.01772638,0.15006125744449322,2022-04-16 02:15:00+00:00
ALPACA,83509255.45929016,0.0,22193391.76088767,0.5897385018179856,2022-04-16 02:15:00+00:00
SPS,83458703.35474665,0.0,2168483.26830239,0.13146008708233495,2022-04-16 02:15:00+00:00
VERI,83169280.95560929,0.0,30142.22889655,38.689748885221,2022-04-16 02:15:00+00:00
WNCG,82669919.80442439,0.0,3478473.68358198,0.690098855988404,2022-04-16 02:15:00+00:00
CON,81941784.28644991,0.0,3349886.01560978,0.028281086006782398,2022-04-16 02:15:00+00:00
PEAK,81622666.72858049,0.0,99558.11347558,0.06025960064044162,2022-04-16 02:15:00+00:00
ZB,81393944.80001739,0.0,201635.18012747,0.17568726686927186,2022-04-16 02:15:00+00:00
KP3R,81275683.6929967,0.0043,11772257.63878421,406.3763865830506,2022-04-16 02:15:00+00:00
TVK,80839183.00977851,0.0043,30534357.62892038,0.11219334748682147,2022-04-16 02:15:00+00:00
DPR,80830202.17395426,0.0043,1000645.19698686,0.06473699412029324,2022-04-16 02:15:00+00:00
CRE,80712304.92653072,0.0043,7539010.09748241,0.009187474186689987,2022-04-16 02:15:00+00:00
WXT,79642558.68221986,0.0042,1471781.13444154,0.007964255868221986,2022-04-16 02:15:00+00:00
TROY,78824738.47711335,0.0,8075883.64309272,0.00885108277746928,2022-04-16 02:15:00+00:00
AMPL,78489091.37923451,0.0042,1106982.04914693,1.0825077443206945,2022-04-16 02:15:00+00:00
MV,76950496.65137278,0.0,702212.33686533,0.9803525523740858,2022-04-16 02:15:00+00:00
VELO,76889729.1705333,0.0,36434053.1369858,0.06251577111664879,2022-04-16 02:15:00+00:00
LINA,76745616.71065557,0.0041,9992854.64922822,0.02170477062985494,2022-04-16 02:15:00+00:00
CUSD,76102918.36584893,0.0,243568.26292654,0.9963435626605265,2022-04-16 02:15:00+00:00
CQT,75469482.51003174,0.004,1798229.91403697,0.29614109732244104,2022-04-16 02:15:00+00:00
AVA,75443701.508114,0.004,4190738.47905098,1.4831768862347534,2022-04-16 02:15:00+00:00
IRIS,75159229.19388878,0.004,7447810.50325097,0.05951810522818679,2022-04-16 02:15:00+00:00
CORE,74352946.07317455,0.0,64426.66417653,7435.294607317454,2022-04-16 02:15:00+00:00
AQT,74103885.6277786,0.0,2428664.2228777,2.847006133450453,2022-04-16 02:15:00+00:00
PLTC,74004251.50623593,0.0,651765.53025625,0.6801049535243784,2022-04-16 02:15:00+00:00
BNANA,73688900.30717099,0.0,208525.76871772,2.3225643985172817,2022-04-16 02:15:00+00:00
PHA,73557165.17577785,0.0039,5205160.83039817,0.2704307543227127,2022-04-16 02:15:00+00:00
UQC,73272059.43396609,0.0,5530847.91827351,7.327205943396609,2022-04-16 02:15:00+00:00
LTO,73044177.58374846,0.0039,39367772.89976332,0.241265115144919,2022-04-16 02:15:00+00:00
GMT,72419615.02076073,0.0,2355182.18705126,0.2747527124074194,2022-04-16 02:15:00+00:00
HNS,72286340.82593858,0.0038,202102.2194323,0.1497578582421542,2022-04-16 02:15:00+00:00
HYDRA,72035470.7187215,0.0,409731.68436014,8.369636655309105,2022-04-16 02:16:00+00:00
VRSC,71615593.77051261,0.0,25885.48657129,1.0556536920917665,2022-04-16 02:15:00+00:00
ROOK,71561223.57343188,0.0,374314.62986282,115.86303782062774,2022-04-16 02:15:00+00:00
YFII,71542458.97763483,0.0038,4169904.44416947,1853.623665085367,2022-04-16 02:15:00+00:00
FORTH,70970790.0804559,0.0,2889575.08247156,6.282371833343656,2022-04-16 02:15:00+00:00
WOZX,70925505.70498829,0.0,895807.240825,0.13454890269406075,2022-04-16 02:15:00+00:00
DNT,70576027.66265032,0.0037,8280484.48338534,0.11762671277108387,2022-04-16 02:15:00+00:00
HI,68980416.62531091,0.0,1703529.65514295,0.13694757566754734,2022-04-16 02:15:00+00:00
CBK,68650776.8191805,0.0,3443684.88138659,2.30986771452096,2022-04-16 02:15:00+00:00
MLK,68277390.49493295,0.0,6292409.80694859,0.8735501629960307,2022-04-16 02:15:00+00:00
PRE,68250632.3128264,0.0,3659608.01696697,0.1720986979860022,2022-04-16 02:15:00+00:00
COVAL,68237858.91303182,0.0,572062.85419566,0.03819113826907063,2022-04-16 02:15:00+00:00
FIDA,68198821.80414437,0.0036,4423669.08267683,1.5246786789642672,2022-04-16 02:15:00+00:00
MOC,68115751.5358208,0.0,2305735.88511789,0.18550309578672,2022-04-16 02:15:00+00:00
LOKA,67534415.31246637,0.0,29197762.04334171,2.690614155875154,2022-04-16 02:15:00+00:00
SDAO,67267493.41101739,0.0,7783641.00203093,1.7444629691201534,2022-04-16 02:15:00+00:00
BOSON,67126014.67038263,0.0,1459444.79810878,0.8780956444121992,2022-04-16 02:15:00+00:00
BTS,67079861.213846795,0.0036,2591596.06757166,0.02240027423156575,2022-04-16 02:15:00+00:00
BIOT,67038574.14881444,0.0,10020621.09095672,0.038196366012983894,2022-04-16 02:15:00+00:00
RFOX,66673623.12962756,0.0035,841980.09534264,0.05081828087479733,2022-04-16 02:15:00+00:00
ATA,66407879.98464337,0.0035,4942455.53221095,0.38552748290088573,2022-04-16 02:15:00+00:00
QUICK,66348973.42548169,0.0035,7320527.61785694,202.84002881529102,2022-04-16 02:16:00+00:00
EFI,65885634.160542786,0.0035,6580191.85302933,0.38788773781047975,2022-04-16 02:15:00+00:00
EUM,64899857.651203334,0.0,927303.24214954,2.3263167358156807,2022-04-16 02:15:00+00:00
SOV,64766224.291933425,0.0,252468.83416094,3.0220790066403427,2022-04-16 02:15:00+00:00
SAMO,64671947.290715076,0.0,2617064.81932858,0.01954858147173095,2022-04-16 02:15:00+00:00
KMD,64453422.11061976,0.0034,336424.71567598,0.49135573103580515,2022-04-16 02:15:00+00:00
ONUS,64315125.13984743,0.0,136316.1606905,0.6548042126471645,2022-04-16 02:15:00+00:00
UPP,63975527.67609213,0.0034,1998438.27244091,0.13912719850070895,2022-04-16 02:15:00+00:00
RFR,63854815.18352603,0.0034,8057240.82450892,0.012773057562684336,2022-04-16 02:15:00+00:00
ALPINE,63779967.36125841,0.0,4898619.33094871,5.614433746589649,2022-04-16 02:15:00+00:00
SDN,63761300.30904688,0.0,5590413.52874662,1.2359286611587246,2022-04-16 02:15:00+00:00
QC,63745891.92240162,0.0,82978105.44037908,0.13857796566697497,2022-04-16 02:15:00+00:00
BZZ,63605454.69946386,0.0,4168765.68382127,1.2777940178891383,2022-04-16 02:16:00+00:00
ERN,63515641.66737313,0.0034,56270661.80471127,4.7258030476164725,2022-04-16 02:15:00+00:00
FARM,63390022.89508797,0.0034,11935411.98645503,93.98939005337219,2022-04-16 02:15:00+00:00
ELA,62721620.24179342,0.0,486881.21072836,3.082617903943308,2022-04-16 02:15:00+00:00
KILT,62651019.15384155,0.0,496372.7719502,1.2677224134500944,2022-04-16 02:15:00+00:00
COS,62390796.21418727,0.0033,3581902.79433404,0.01554572100351976,2022-04-16 02:15:00+00:00
DAD,62297306.26974809,0.0,334286.1461827,0.13767363665813548,2022-04-16 02:15:00+00:00
CUBE,62170805.12399624,0.0,126138.55419116,4.973664409919699,2022-04-16 02:15:00+00:00
XCAD,61902391.62050575,0.0,1322401.99814503,2.546560417650452,2022-04-16 02:15:00+00:00
FLM,61885586.424585834,0.0033,10689499.0091514,0.19817081290746702,2022-04-16 02:15:00+00:00
RARE,61681259.927267134,0.0,16302472.0431506,0.6061669259916664,2022-04-16 02:15:00+00:00
MNW,61239692.59564676,0.0032,268486.18375854,1.2980007335081432,2022-04-16 02:15:00+00:00
RAI,61027877.10345976,0.0,1391986.13508507,3.017989470318133,2022-04-16 02:15:00+00:00
ZEON,60856315.73375513,0.0,130510.90632601,0.0019933869286633075,2022-04-16 02:15:00+00:00
KIN,60086759.90196383,0.0032,1044611.85779873,3.458818543795619e-05,2022-04-16 02:15:00+00:00
DIA,60084404.4389499,0.0032,3961314.27916407,0.9110280648240822,2022-04-16 02:15:00+00:00
CUDOS,59775730.46771425,0.0,1152941.619535,0.02102286084114996,2022-04-16 02:16:00+00:00
COCOS,59748956.325746,0.0032,12893158.66640769,1.4220569315798974,2022-04-16 02:15:00+00:00
HIGH,59190132.59554281,0.0031,9863405.97299307,4.811228010204658,2022-04-16 02:15:00+00:00
QUACK,58786490.76746377,0.0,568134.55280195,1.333451490416529e-09,2022-04-16 02:15:00+00:00
BZRX,58709804.337585,0.0,222.73877911,0.13970757937409958,2022-04-16 02:15:00+00:00
MOF,58179541.046292655,0.0031,8998054.63083065,0.001163590820925853,2022-04-16 02:15:00+00:00
DDX,58052406.30962243,0.0,848408.06002695,2.224684969756173,2022-04-16 02:15:00+00:00
vBUSD,57991057.30007832,0.0,0.0,0.021519850371552542,2022-04-16 02:15:00+00:00
DERC,57868761.33249053,0.0,765705.8034635,1.1805132870765103,2022-04-16 02:15:00+00:00
XDEFI,57644237.439448915,0.0,1158929.87300513,1.0376416811071878,2022-04-16 02:15:00+00:00
RARI,57040936.04127935,0.0,1534082.50159953,7.9734793291009,2022-04-16 02:15:00+00:00
GF,56823473.36379577,0.0,3165041.27315217,1.3470043115435701,2022-04-16 02:15:00+00:00
ATOLO,56718397.73485877,0.0,171537.67774853,0.03372553529388194,2022-04-16 02:15:00+00:00
SWP,56463988.91512198,0.0,737380.28999073,1.6678593977214498,2022-04-16 02:15:00+00:00
BABY,56435593.85207456,0.0,1816848.18342567,0.2905725820999831,2022-04-16 02:15:00+00:00
ASM,56173331.44779585,0.0,2060209.67453865,0.051068765225150796,2022-04-16 02:15:00+00:00
ADX,55901394.456365995,0.003,5300268.91061918,0.3921321935255479,2022-04-16 02:15:00+00:00
ATLAS,55609366.029507816,0.0,4512514.39160163,0.02574507686551288,2022-04-16 02:15:00+00:00
RBN,55534596.16021673,0.0,1402792.3997833,0.9937047806737033,2022-04-16 02:15:00+00:00
NEST,55068396.952824146,0.0,6607053.83497586,0.027459039503285945,2022-04-16 02:15:00+00:00
DMCH,54840840.36375215,0.0,0.0,0.2524974679332883,2022-04-16 02:15:00+00:00
CITY,53958750.635775164,0.0,6013952.66377299,15.381014051826655,2022-04-16 02:15:00+00:00
BOR,53620728.51877712,0.0,3781.90069862,373.29443758756565,2022-04-16 02:15:00+00:00
GTN,53532434.87802964,0.0,1915316.69537568,0.2162931661303986,2022-04-16 02:15:00+00:00
PNY,53418961.78780794,0.0028,89193.43709142,0.27200993410781715,2022-04-16 02:15:00+00:00
VEGA,53239344.16907996,0.0028,3545601.41072393,3.521110621354459,2022-04-16 02:15:00+00:00
ZLW,53056609.01876135,0.0,302036.8224192,0.7335167098724978,2022-04-16 02:15:00+00:00
CTXC,53016136.52425914,0.0028,7408905.87352073,0.2738953459549169,2022-04-16 02:15:00+00:00
MSOL,52549409.1220946,0.0,2049119.21304316,105.52090185159558,2022-04-16 02:15:00+00:00
SERO,52510107.96998149,0.0028,1455752.9791682,0.1495058141740095,2022-04-16 02:15:00+00:00
TPT,52393782.03238982,0.0,326423.34760296,0.0151145033636905,2022-04-16 02:15:00+00:00
BLZ,52239816.75498473,0.0028,2755983.32530813,0.16087126892964043,2022-04-16 02:15:00+00:00
"FCT,FCT2",51700008.949494146,0.0,12950620.54807918,0.15376982772950318,2022-04-16 02:15:00+00:00
BOND,51639796.9586911,0.0027,7854339.68344475,7.905044778586728,2022-04-16 02:15:00+00:00
CRA,51103391.91333435,0.0,685499.58611377,0.5370163884246576,2022-04-16 02:15:00+00:00
QSP,50837600.10830338,0.0027,13284531.20220492,0.07122087624305286,2022-04-16 02:15:00+00:00
HARD,50822534.652583644,0.0027,7425253.33092795,0.42797923917965175,2022-04-16 02:15:00+00:00
TRB,50765221.327494435,0.0027,4400875.46636147,21.444746979219854,2022-04-16 02:15:00+00:00
